Title,Price,Address,Price per m2,Area,Bedrooms,Toilets,Published At,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Project Title,Status,Number of Apartments,Number of Buildings,Developer,Project Address
,"3,3 tỷ","Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,54 m²,2 phòng,2 phòng,13/10/2024,54 m²,"3,3 tỷ",,,13/10/2024,20/10/2024,Tin VIP Kim Cương,41199846,Imperia Sola Park,Đang mở bán,32-75 m²,4.000,Tập đoàn MIK Corporation,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
,950 triệu,"Đường Vĩnh Phú 38, Phường Vĩnh Phú, Thuận An, Bình Dương",,120 m²,,,18/10/2024,120 m²,950 triệu,,,18/10/2024,02/11/2024,Tin thường,41249465,,,,,,"Đường Vĩnh Phú 38, Phường Vĩnh Phú, Thuận An, Bình Dương"
,Thỏa thuận,"Mipec Rubik 360, 122-124, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",,76 m²,2 phòng,2 phòng,07/10/2024,76 m²,Thỏa thuận,,,07/10/2024,06/11/2024,Tin thường,38705083,Mipec Rubik 360,Bàn giao tháng 9/2022,53-124 m²,976,Công ty CP Hóa Dầu Quân Đội,"Mipec Rubik 360, 122-124, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
,5 tỷ,"Đường Tây Hòa, Phường Phước Long A, Quận 9, Hồ Chí Minh",,61 m²,3 phòng,2 phòng,18/10/2024,61 m²,5 tỷ,,,18/10/2024,28/10/2024,Tin thường,41137728,,,,,,"Đường Tây Hòa, Phường Phước Long A, Quận 9, Hồ Chí Minh"
,850 triệu,"Thôn Đắc Lộc, Xã Vĩnh Phương, Nha Trang, Khánh Hòa",,"272,3 m²",,,18/10/2024,"272,3 m²",850 triệu,Tây,,18/10/2024,28/10/2024,Tin thường,39353603,,,,,,"Thôn Đắc Lộc, Xã Vĩnh Phương, Nha Trang, Khánh Hòa"
,"13,49 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",,118 m²,16 phòng,18 phòng,12/10/2024,118 m²,"13,49 tỷ",,,12/10/2024,22/10/2024,Tin thường,41188109,,,,,,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh"
,"32,3 tỷ","Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",,180 m²,8 phòng,5 phòng,18/10/2024,180 m²,"32,3 tỷ",,,18/10/2024,25/10/2024,Tin VIP Kim Cương,39751848,The Empire - Vinhomes Ocean Park 2,Đã bàn giao 1000 căn,36 – 90 m²,5,Tập đoàn Vingroup,"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên"
,37 tỷ,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",,160 m²,,,10/10/2024,160 m²,37 tỷ,,,10/10/2024,20/10/2024,Tin thường,41168498,,,,,,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh"
,"3,7 tỷ","Đường Số 8, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",,60 m²,2 phòng,2 phòng,18/10/2024,60 m²,"3,7 tỷ",,,18/10/2024,28/10/2024,Tin thường,41253911,,,,,,"Đường Số 8, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh"
,140 triệu/m²,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",,84 m²,,,14/10/2024,84 m²,140 triệu/m²,,,14/10/2024,24/10/2024,Tin thường,40633399,,,,,,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội"
,77 triệu/m²,"Handico Complex, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội",,"70,4 m²",2 phòng,2 phòng,18/10/2024,"70,4 m²",77 triệu/m²,Tây - Bắc,Đông - Nam,18/10/2024,25/10/2024,Tin VIP Kim Cương,41249656,Handico Complex,Đang cập nhật tiến độ,70-95 m²,228,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),"Handico Complex, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội"
,19 tỷ,"Dự án Phú Xuân Vạn Hưng Phú, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,"229,5 m²",7 phòng,5 phòng,18/10/2024,"229,5 m²",19 tỷ,,,18/10/2024,28/10/2024,Tin thường,40183718,KDC Phú Xuân Vạn Hưng Phú,Đang cập nhật tiến độ,Công ty CP Vạn Hưng Phú,,Công ty CP Vạn Hưng Phú,"Dự án Phú Xuân Vạn Hưng Phú, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
,Thỏa thuận,"Dự án KĐT Việt Hàn, Đường Phạm Văn Đồng, Xã Hồng Tiến, Phổ Yên, Thái Nguyên",,100 m²,,,15/10/2024,100 m²,Thỏa thuận,Tây - Bắc,,15/10/2024,25/10/2024,Tin thường,39427447,Khu đô thị Việt Hàn,Đang mở bán,Đang cập nhật,,Đang cập nhật,"Dự án KĐT Việt Hàn, Đường Phạm Văn Đồng, Xã Hồng Tiến, Phổ Yên, Thái Nguyên"
,"4,1 tỷ","Dự án Chung cư The Senique Hanoi , Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",,54 m²,2 phòng,2 phòng,16/10/2024,54 m²,"4,1 tỷ",Tây - Bắc,Đông - Nam,16/10/2024,23/10/2024,Tin VIP Kim Cương,41227486,Chung cư The Senique Hanoi,Đang cập nhật tiến độ,42-430 m²,2.150,CapitaLand Development (Việt Nam),"Dự án Chung cư The Senique Hanoi , Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội"
,58 triệu/m²,"Dự án Bắc Vĩnh Hải, Đường Thoại Ngọc Hầu, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",,100 m²,,,18/10/2024,100 m²,58 triệu/m²,Đông,,18/10/2024,28/10/2024,Tin thường,40765813,Khu dân cư Bắc Vĩnh Hải,Đang cập nhật tiến độ,Công ty TNHH MTV Sông Hồng Nha Trang,,Công ty TNHH MTV Sông Hồng Nha Trang,"Dự án Bắc Vĩnh Hải, Đường Thoại Ngọc Hầu, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa"
,115 triệu/m²,"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",,136 m²,,,18/10/2024,136 m²,115 triệu/m²,Tây - Nam,,18/10/2024,25/10/2024,Tin VIP Kim Cương,41170442,The Crown - Vinhomes Ocean Park 3,Đang mở bán,10,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên"
,"19,5 tỷ","Khu đô thị mới Cầu Bươu, Tân Triều, Thanh Trì, Hà Nội",,130 m²,,,18/10/2024,130 m²,"19,5 tỷ",,,18/10/2024,02/11/2024,Tin thường,41249463,Khu đô thị mới Cầu Bươu,Đang cập nhật tiến độ,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),"Khu đô thị mới Cầu Bươu, Tân Triều, Thanh Trì, Hà Nội"
,"4,2 tỷ","Dự án HP Elite Central, Quận Kiến An, Hải Phòng",,60 m²,,,18/10/2024,60 m²,"4,2 tỷ",Đông - Nam,Đông - Nam,18/10/2024,02/11/2024,Tin VIP Kim Cương,41248651,HP Elite Central,8/2023: mở bán đợt 1,157,Đang cập nhật,Đang cập nhật,"Dự án HP Elite Central, Quận Kiến An, Hải Phòng"
,28 tỷ,"Khu đô thị mới Định Công, Định Công, Hoàng Mai, Hà Nội",,120 m²,5 phòng,4 phòng,18/10/2024,120 m²,28 tỷ,,,18/10/2024,28/10/2024,Tin thường,41247358,Khu đô thị mới Định Công,Đã bàn giao,6,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Khu đô thị mới Định Công, Định Công, Hoàng Mai, Hà Nội"
,"3,8 tỷ","Xã Hàm Mỹ, Hàm Thuận Nam, Bình Thuận",,2.174 m²,,,18/10/2024,2.174 m²,"3,8 tỷ",,,18/10/2024,28/10/2024,Tin thường,34670858,,,,,,"Xã Hàm Mỹ, Hàm Thuận Nam, Bình Thuận"
,"5,1 tỷ","Đường Bùi Huy Bích, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",,80 m²,3 phòng,2 phòng,18/10/2024,80 m²,"5,1 tỷ",Bắc,Bắc,18/10/2024,28/10/2024,Tin thường,41253905,,,,,,"Đường Bùi Huy Bích, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa"
,"10,5 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,105 m²,4 phòng,,16/10/2024,105 m²,"10,5 tỷ",,,16/10/2024,26/10/2024,Tin thường,41227561,,,,,,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh"
,"3,7 tỷ","Dự án Victoria Village, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",,72 m²,2 phòng,2 phòng,17/10/2024,72 m²,"3,7 tỷ",Tây - Bắc,Đông - Nam,17/10/2024,27/10/2024,Tin thường,41241751,Victoria Village,Đang mở bán,1.136,Novaland Group,Novaland Group,"Dự án Victoria Village, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
,"26,9 tỷ","Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",,125 m²,,,11/10/2024,125 m²,"26,9 tỷ",,,11/10/2024,21/10/2024,Tin thường,41177759,,,,,,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội"
,"5,4 tỷ","Phường Ngọc Hà, Ba Đình, Hà Nội",,33 m²,2 phòng,3 phòng,18/10/2024,33 m²,"5,4 tỷ",,,18/10/2024,28/10/2024,Tin thường,41250184,,,,,,"Phường Ngọc Hà, Ba Đình, Hà Nội"
,"4,5 tỷ","Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,76 m²,3 phòng,,15/10/2024,76 m²,"4,5 tỷ",,,15/10/2024,25/10/2024,Tin VIP Kim Cương,41215113,Imperia Sola Park,Đang mở bán,32-75 m²,4.000,Tập đoàn MIK Corporation,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội"
,43 tỷ,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",,95 m²,,,11/10/2024,95 m²,43 tỷ,,,11/10/2024,10/11/2024,Tin thường,40391093,,,,,,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội"
,33 triệu/m²,"Đường Đại lộ Thăng Long, Xã Tiến Xuân, Thạch Thất, Hà Nội",,111 m²,,,19/10/2024,111 m²,33 triệu/m²,,,19/10/2024,29/10/2024,Tin thường,41123275,,,,,,"Đường Đại lộ Thăng Long, Xã Tiến Xuân, Thạch Thất, Hà Nội"
,"3,4 tỷ","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,69 m²,3 phòng,2 phòng,16/10/2024,69 m²,"3,4 tỷ",,,16/10/2024,23/10/2024,Tin VIP Kim Cương,41228685,Vinhomes Ocean Park Gia Lâm,Đang mở bán,66,Tập đoàn Vingroup,Tập đoàn Vingroup,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội"
,12 tỷ,"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",,56 m²,4 phòng,4 phòng,15/10/2024,56 m²,12 tỷ,,,15/10/2024,25/10/2024,Tin thường,41222119,,,,,,"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội"
,"8,6 tỷ","Dự án Diamond Centery Celadon City, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",,121 m²,3 phòng,2 phòng,18/10/2024,121 m²,"8,6 tỷ",Đông - Nam,Tây - Bắc,18/10/2024,28/10/2024,Tin thường,41078270,Diamond Centery,Đang mở bán,79-270.5 m²,746,Công ty Cổ phần Gamuda Land Việt Nam,"Dự án Diamond Centery Celadon City, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh"
,"4,8 tỷ","Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",,58 m²,4 phòng,4 phòng,18/10/2024,58 m²,"4,8 tỷ",,,18/10/2024,28/10/2024,Tin thường,40818212,,,,,,"Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh"
,40 tỷ,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",,127 m²,,,18/10/2024,127 m²,40 tỷ,Đông - Nam,Tây - Bắc,18/10/2024,25/10/2024,Tin VIP Kim Cương,41098771,Vinhomes Cổ Loa,Đang cập nhật tiến độ,Tập đoàn Vingroup,,Tập đoàn Vingroup,"Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội"
,"2,55 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh.",,67 m²,2 phòng,2 phòng,19/10/2024,67 m²,"2,55 tỷ",,,19/10/2024,29/10/2024,Tin thường,41036967,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh."
,"79,5 triệu/m²","Đường Điện Biên Phủ, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",,"226,2 m²",,,18/10/2024,"226,2 m²","79,5 triệu/m²",Bắc,,18/10/2024,28/10/2024,Tin thường,40522835,,,,,,"Đường Điện Biên Phủ, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa"
,"59,8 triệu/m²","Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",,54 m²,2 phòng,1 phòng,15/10/2024,54 m²,"59,8 triệu/m²",Đông - Nam,Tây - Bắc,15/10/2024,30/10/2024,Tin VIP Kim Cương,41215415,Imperia Sola Park,Đang mở bán,32-75 m²,4.000,Tập đoàn MIK Corporation,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội."
,19 tỷ,"Phường Khương Mai, Thanh Xuân, Hà Nội",,65 m²,6 phòng,4 phòng,18/10/2024,65 m²,19 tỷ,,,18/10/2024,28/10/2024,Tin thường,41249461,,,,,,"Phường Khương Mai, Thanh Xuân, Hà Nội"
,"12,7 tỷ","Chelsea Residences, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội",,"131,3 m²",3 phòng,3 phòng,19/10/2024,"131,3 m²","12,7 tỷ",Tây - Bắc,Đông - Nam,19/10/2024,29/10/2024,Tin thường,41256657,Chelsea Residences,Bàn giao năm 2020,59-132 m²,Công ty CP Đầu tư Xây dựng Dân dụng Hà Nội,Công ty CP Đầu tư Xây dựng Dân dụng Hà Nội,"Chelsea Residences, Đường Trần Kim Xuyến, Phường Yên Hòa, Cầu Giấy, Hà Nội"
,"10,8 tỷ","The Tropicana - Novaworld Hồ Tràm, Bình Châu, Xuyên Mộc, Bà Rịa Vũng Tàu",,240 m²,3 phòng,3 phòng,18/10/2024,240 m²,"10,8 tỷ",Đông,Đông,18/10/2024,17/11/2024,Tin thường,41253903,The Tropicana - Novaworld Hồ Tràm,Đang mở bán,Novaland Group,,Novaland Group,"The Tropicana - Novaworld Hồ Tràm, Bình Châu, Xuyên Mộc, Bà Rịa Vũng Tàu"
,Thỏa thuận,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",,54 m²,2 phòng,2 phòng,09/10/2024,54 m²,Thỏa thuận,,,09/10/2024,24/10/2024,Tin VIP Kim Cương,41150309,Imperia Sola Park,Đang mở bán,32-75 m²,4.000,Tập đoàn MIK Corporation,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội."
,"48,5 tỷ","Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội",,140 m²,,,05/10/2024,140 m²,"48,5 tỷ",,,05/10/2024,20/10/2024,Tin thường,40599925,,,,,,"Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội"
,14 triệu/m²,"Đường Lý Thái Tổ, Xã Long Tân, Nhơn Trạch, Đồng Nai",,4.768 m²,,,18/10/2024,4.768 m²,14 triệu/m²,,,18/10/2024,28/10/2024,Tin thường,41253902,,,,,,"Đường Lý Thái Tổ, Xã Long Tân, Nhơn Trạch, Đồng Nai"
,"7,9 tỷ","Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",,54 m²,,,19/10/2024,54 m²,"7,9 tỷ",,,19/10/2024,29/10/2024,Tin thường,40989285,,,,,,"Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội"
,4 tỷ,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",,64 m²,2 phòng,2 phòng,13/10/2024,64 m²,4 tỷ,Đông,Đông - Nam,13/10/2024,20/10/2024,Tin VIP Kim Cương,41196322,Imperia Sola Park,Đang mở bán,32-75 m²,4.000,Tập đoàn MIK Corporation,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội."
,"3,7 tỷ","Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",,94 m²,3 phòng,2 phòng,13/10/2024,94 m²,"3,7 tỷ",,,13/10/2024,23/10/2024,Tin thường,40051112,Căn hộ RichStar,Đã bàn giao,53-93 m²,6,Novaland Group,"Dự án RichStar, Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh"
,"6,5 tỷ","HTReal 898, Nguyễn Duy Trinh, Phú Hữu, Quận 9, Hồ Chí Minh",,480 m²,,,18/10/2024,480 m²,"6,5 tỷ",Đông - Nam,,18/10/2024,28/10/2024,Tin thường,41249460,HTReal 898,Sắp mở bán,Công ty CP Dịch vụ Bất động sản HT Real,,Công ty CP Dịch vụ Bất động sản HT Real,"HTReal 898, Nguyễn Duy Trinh, Phú Hữu, Quận 9, Hồ Chí Minh"
,"9,75 tỷ","Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",,31 m²,,,18/10/2024,31 m²,"9,75 tỷ",,,18/10/2024,28/10/2024,Tin thường,41253901,,,,,,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội"
,"52,04 tỷ","Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",,"149,6 m²",4 phòng,5 phòng,18/10/2024,"149,6 m²","52,04 tỷ",Đông - Nam,,18/10/2024,25/10/2024,Tin VIP Kim Cương,41174562,Kita Capital Ciputra,Đang cập nhật tiến độ,Kita Group,,Kita Group,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội"
,"7,5 tỷ","Dự án Flamingo Golden Hill, Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao, Kim Bảng, Hà Nam",,105 m²,5 phòng,6 phòng,18/10/2024,105 m²,"7,5 tỷ",Đông,,18/10/2024,28/10/2024,Tin thường,40878069,Flamingo Golden Hill,Đang mở bán,Công ty CP Tập đoàn Flamingo,,Công ty CP Tập đoàn Flamingo,"Dự án Flamingo Golden Hill, Đường Quốc lộ 21A(Quốc lộ 21), Thị trấn Ba Sao, Kim Bảng, Hà Nam"
,"5,6 tỷ","Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội",,"89,6 m²",2 phòng,2 phòng,12/10/2024,"89,6 m²","5,6 tỷ",Tây - Nam,Đông - Nam,12/10/2024,11/11/2024,Tin thường,41187780,Mulberry Lane,Đã bàn giao,1.478,5,CapitaLand Development (Việt Nam),"Dự án Mulberry Lane, Phường Mỗ Lao, Hà Đông, Hà Nội"
,Thỏa thuận,"Dự án KĐT Việt Hàn, Đường Phạm Văn Đồng, Xã Hồng Tiến, Phổ Yên, Thái Nguyên.",,100 m²,,,15/10/2024,100 m²,Thỏa thuận,Đông - Nam,,15/10/2024,25/10/2024,Tin thường,40098690,Khu đô thị Việt Hàn,Đang mở bán,Đang cập nhật,,Đang cập nhật,"Dự án KĐT Việt Hàn, Đường Phạm Văn Đồng, Xã Hồng Tiến, Phổ Yên, Thái Nguyên."
,"8,29 tỷ","Đường Phan Đình Phùng, Phường 15, Phú Nhuận, Hồ Chí Minh",,75 m²,4 phòng,,10/10/2024,75 m²,"8,29 tỷ",,,10/10/2024,20/10/2024,Tin thường,41164272,,,,,,"Đường Phan Đình Phùng, Phường 15, Phú Nhuận, Hồ Chí Minh"
,23 tỷ,"Đường Thân Nhân Trung, Phường 13, Tân Bình, Hồ Chí Minh",,153 m²,,,18/10/2024,153 m²,23 tỷ,,,18/10/2024,28/10/2024,Tin VIP Kim Cương,41248345,,,,,,"Đường Thân Nhân Trung, Phường 13, Tân Bình, Hồ Chí Minh"
,"22,5 tỷ","Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",,140 m²,,,11/10/2024,140 m²,"22,5 tỷ",,,11/10/2024,21/10/2024,Tin thường,41184024,,,,,,"Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh"
,"3,4 tỷ","Dự án Victoria Village, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",,72 m²,2 phòng,2 phòng,17/10/2024,72 m²,"3,4 tỷ",Tây - Bắc,Đông - Nam,17/10/2024,27/10/2024,Tin thường,41241759,Victoria Village,Đang mở bán,1.136,Novaland Group,Novaland Group,"Dự án Victoria Village, Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh"
,"15,6 tỷ","Ngõ 100, Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",,70 m²,4 phòng,,15/10/2024,70 m²,"15,6 tỷ",,,15/10/2024,25/10/2024,Tin thường,40595875,,,,,,"Ngõ 100, Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội"
,18 tỷ,"Đường Dương Hiến Quyền, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",,199 m²,,,18/10/2024,199 m²,18 tỷ,Đông,,18/10/2024,28/10/2024,Tin thường,39324927,,,,,,"Đường Dương Hiến Quyền, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa"
,"7,5 tỷ","Đường Tân Thới Nhất, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",,"70,4 m²",4 phòng,5 phòng,09/10/2024,"70,4 m²","7,5 tỷ",,,09/10/2024,19/10/2024,Tin thường,41157153,,,,,,"Đường Tân Thới Nhất, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh"
,"4,7 tỷ","Celadon City, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh",,85 m²,2 phòng,2 phòng,17/10/2024,85 m²,"4,7 tỷ",Đông - Nam,Nam,17/10/2024,27/10/2024,Tin VIP Kim Cương,41240778,Celadon City,Dự kiến 11/2022 bàn giao phân khu Diamond,Công ty Cổ phần Gamuda Land Việt Nam,,Công ty Cổ phần Gamuda Land Việt Nam,"Celadon City, N1, Sơn Kỳ, Tân Phú, Hồ Chí Minh"
,23 tỷ,"Đường Trịnh Công Sơn, Phường Nhật Tân, Tây Hồ, Hà Nội",,75 m²,10 phòng,10 phòng,17/10/2024,75 m²,23 tỷ,,,17/10/2024,27/10/2024,Tin thường,41124434,,,,,,"Đường Trịnh Công Sơn, Phường Nhật Tân, Tây Hồ, Hà Nội"
,30 triệu/m²,"Đường Đại lộ Thăng Long, Xã Tiến Xuân, Thạch Thất, Hà Nội",,77 m²,,,19/10/2024,77 m²,30 triệu/m²,,,19/10/2024,29/10/2024,Tin thường,41123306,,,,,,"Đường Đại lộ Thăng Long, Xã Tiến Xuân, Thạch Thất, Hà Nội"
,50 triệu/m²,"TTTM Chợ Mơ, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",,178 m²,3 phòng,3 phòng,18/10/2024,178 m²,50 triệu/m²,Đông - Bắc,Đông - Nam,18/10/2024,25/10/2024,Tin VIP Kim Cương,41247677,Trung tâm thương mại Chợ Mơ,Đang cập nhật tiến độ,Công ty CP Đầu tư và Phát triển Hạ tầng VINACONEX - ALPHANAM,,Công ty CP Đầu tư và Phát triển Hạ tầng VINACONEX - ALPHANAM,"TTTM Chợ Mơ, Phố Bạch Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội"
,Thỏa thuận,"Dự án New City Thủ Thiêm, Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Hồ Chí Minh",,86 m²,3 phòng,2 phòng,15/10/2024,86 m²,Thỏa thuận,,,15/10/2024,25/10/2024,Tin thường,39263159,New City Thủ Thiêm,Đã bàn giao,45-300 m²,1.229,Công ty TNHH Xây Dựng Thương mại Thuận Việt,"Dự án New City Thủ Thiêm, Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Hồ Chí Minh"
,Thỏa thuận,"Dự án Phú Xuân Cotec, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,200 m²,,,18/10/2024,200 m²,Thỏa thuận,,,18/10/2024,28/10/2024,Tin thường,30249420,Khu dân cư Phú Xuân,Đã bàn giao,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,"Dự án Phú Xuân Cotec, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh"
,Thỏa thuận,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",,59 m²,2 phòng,,18/10/2024,59 m²,Thỏa thuận,,,18/10/2024,28/10/2024,Tin VIP Kim Cương,39707439,Glory Heights - Vinhomes Grand Park,6/7/2023: Mở bán đợt 1,27-103 m²,3.000,Tập đoàn Vingroup,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
,"8,85 tỷ","The Golden Palm Lê Văn Lương, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội",,124 m²,3 phòng,2 phòng,17/10/2024,124 m²,"8,85 tỷ",,,17/10/2024,27/10/2024,Tin thường,41237452,The Golden Palm Lê Văn Lương,Đã bàn giao,Công ty CP xây dựng số 1 Hà Nội,,Công ty CP xây dựng số 1 Hà Nội,"The Golden Palm Lê Văn Lương, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội"
,"2,6 tỷ","Tân Xã, Thạch Thất, Hà Nội",,60 m²,,,18/10/2024,60 m²,"2,6 tỷ",,,18/10/2024,28/10/2024,Tin thường,41249642,,,,,,"Tân Xã, Thạch Thất, Hà Nội"
